Title,Serie,Folio,RFC,Fecha de subida,Status,Ruta,Nombre de factura,Acuse,Created,Linea ,Comentarios
"COPPEL",,"932906","COP920428Q20",,"Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_ME_932906",,"4/21/2023 4:32 AM",,
"COPPEL",,"932905","COP920428Q20",,"Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_ME_932905",,"4/21/2023 4:32 AM",,
"COPPEL",,"932904","COP920428Q20",,"Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_ME_932904",,"4/21/2023 4:33 AM",,
"COPPEL",,"932903","COP920428Q20",,"Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_ME_932903",,"4/21/2023 4:33 AM",,
"COPPEL",,"932902","COP920428Q20",,"Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_ME_932902",,"4/21/2023 4:33 AM",,
"COPPEL",,"932901","COP920428Q20",,"Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_ME_932901",,"4/21/2023 4:33 AM",,
"STELLANTIS MEXICO",,"931935","CME720930GM9",,"Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_ME_931935",,"4/21/2023 1:34 PM",,
"STELLANTIS MEXICO",,"931007","CME720930GM9",,"Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_ME_931007",,"4/21/2023 1:34 PM",,
"STELLANTIS MEXICO",,"931474","CME720930GM9",,"Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_ME_931474",,"4/21/2023 1:34 PM",,
"COPPEL",,"933414","COP920428Q20",,"Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_ME_933414",,"4/22/2023 4:32 AM",,
"COPPEL",,"933410","COP920428Q20",,"Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_ME_933410",,"4/22/2023 4:33 AM",,
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"76929","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_76929",,"4/24/2023 7:03 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"76928","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_76928",,"4/24/2023 7:03 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"76927","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_76927",,"4/24/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"76926","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_76926",,"4/24/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"76925","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_76925",,"4/24/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"76924","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_76924",,"4/24/2023 7:04 AM",,"Rechazado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"76923","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_76923",,"4/24/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"76922","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_76922",,"4/24/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"76921","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_76921",,"4/24/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"76920","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_76920",,"4/24/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"76919","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_76919",,"4/24/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"76918","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_76918",,"4/24/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"76917","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_76917",,"4/24/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77029","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77029",,"4/25/2023 7:03 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77032","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77032",,"4/25/2023 7:03 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77031","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77031",,"4/25/2023 7:03 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77030","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77030",,"4/25/2023 7:03 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77028","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77028",,"4/25/2023 7:03 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77027","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77027",,"4/25/2023 7:03 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77026","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77026",,"4/25/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77025","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77025",,"4/25/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77024","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77024",,"4/25/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77023","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77023",,"4/25/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77022","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77022",,"4/25/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77021","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77021",,"4/25/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77020","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77020",,"4/25/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77106","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77106",,"4/26/2023 7:03 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77109","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77109",,"4/26/2023 7:03 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77117","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77117",,"4/26/2023 7:03 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77116","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77116",,"4/26/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77115","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77115",,"4/26/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77114","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77114",,"4/26/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77113","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77113",,"4/26/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77112","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77112",,"4/26/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77111","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77111",,"4/26/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77110","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77110",,"4/26/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77108","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77108",,"4/26/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77107","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77107",,"4/26/2023 7:04 AM",,"Aceptado"
"STELLANTIS MEXICO",,"935397","CME720930GM9","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_ME_935397",,"4/27/2023 7:03 AM",,
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77203","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77203",,"4/27/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77209","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77209",,"4/27/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77214","MMM110613MZ4","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77214",,"4/27/2023 7:05 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77213","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77213",,"4/27/2023 7:05 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77212","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77212",,"4/27/2023 7:05 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77211","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77211",,"4/27/2023 7:05 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77210","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77210",,"4/27/2023 7:05 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77208","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77208",,"4/27/2023 7:05 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77207","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77207",,"4/27/2023 7:05 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77206","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77206",,"4/27/2023 7:05 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77205","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77205",,"4/27/2023 7:05 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77204","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77204",,"4/27/2023 7:05 AM",,"Aceptado"
"STELLANTIS MEXICO",,"936136","CME720930GM9","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_ME_936136",,"4/28/2023 7:03 AM",,
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77285","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77285",,"4/28/2023 7:03 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77284","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77284",,"4/28/2023 7:03 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77283","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77283",,"4/28/2023 7:03 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77282","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77282",,"4/28/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77281","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77281",,"4/28/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77280","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77280",,"4/28/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77278","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77278",,"4/28/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77277","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77277",,"4/28/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77276","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77276",,"4/28/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77275","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77275",,"4/28/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77274","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77274",,"4/28/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77273","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77273",,"4/28/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77272","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77272",,"4/28/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77271","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77271",,"4/28/2023 7:04 AM",,"Aceptado"
"MAZDA MOTOR MANUFACTURING DE MEXICO",,"77279","MMM110613MZ4","05/08/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77279",,"4/28/2023 7:04 AM",,"Aceptado"
"NAVISTAR MEXICO",,"7773","CMI950920TR8","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEF_7773","648612","4/30/2023 7:03 AM","LINE 2",
"NAVISTAR MEXICO",,"7771","CMI950920TR8","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEF_7771","648612","4/30/2023 7:03 AM","LINE 2",
"NAVISTAR MEXICO",,"7770","CMI950920TR8","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEF_7770","648612","4/30/2023 7:03 AM","LINE 2",
"NAVISTAR MEXICO",,"7769","CMI950920TR8","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEF_7769","648612","4/30/2023 7:03 AM","LINE 2",
"NAVISTAR MEXICO",,"7768","CMI950920TR8","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEF_7768","648612","4/30/2023 7:03 AM","LINE 2",
"GENERAL MOTORS DE MEXICO",,"77294","GMM3612284D0","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77294",,"4/30/2023 7:03 AM",,"Validada"
"GENERAL MOTORS DE MEXICO",,"77406","GMM3612284D0","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77406",,"4/30/2023 7:03 AM",,"Validada"
"GENERAL MOTORS DE MEXICO",,"77405","GMM3612284D0","05/01/2023","Completo","/:f:/r/sites/PSMexicoOTC/Shared%20Documents/CLARIOS%20-%20RPA/Facturas%20nuevas?csf=1&web=1&e=YqjO3R","JCA100604EF4_IEH_77405",,"4/30/2023 7:04 AM",,"Validada"
